domain,subdomain,source_id,source_doc,source_lang,target_lang,direction,source_text,target_text,sentence_type,sentence_type_fine
definition,definition,definition|000353,definition.xlsx::Sheet1,fj,en,fj->en,luvequ tagane,son,short,headword
definition,definition,definition|000438,definition.xlsx::Sheet1,fj,en,fj->en,musuka,break,short,headword
bible,genesis,bible|genesis|027|010,bible_genesis_verse__en2fj.csv,en,fj,en->fj,"and thou shalt bring it to thy father, that he may eat, and that he may bless thee before his death.","""mo qai kauta vei tamamu, me kania, ka vosa vakalouvinakataki iko ni bera ni mate yani. """,medium,statement
bible,genesis,bible|genesis|044|014,bible_genesis_verse__en2fj.csv,en,fj,en->fj,and judah and his brethren came to joseph's house; for he was yet there: and they fell before him on the ground.,"o juta kei ira na tacina, era sa lako mai ki na vale nei joseva, (ni se tiko ga e vale) era sa cuva vua ki na qele.",medium,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003414,Fijian-English_Dictionary.txt,fj,en,fj->en,lamasa,"adj . lacking in fortitude, insubstantial.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0002140,Fijian-English_Dictionary.txt,fj,en,fj->en,veivagunuvi,"n. installation of a chief (by having him drink the ceremonial cup of kava offered), a custom of most but not all fij ian tribes. for some territories it is said that no installation ceremony is necessary",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0005892,Fijian-English_Dictionary.txt,fj,en,fj->en,wilisevata,"to miscount, misread. sa seva na noqu wiliwili. i lost count (perhaps interrupted by something). sa seva na noqu wa ni siwa. my fishing line is tangled.",short,statement
bible,genesis,bible|genesis|014|019,bible_genesis_verse__en2fj.csv,en,fj,en->fj,"and he blessed him, and said, blessed be abram of the most high god, possessor of heaven and earth:","sa vosa vakalouvinakataki eparama ka vaka: ""me kalouvinaka o eparama ni kalou cecere, na i taukei, ka lewa na lomalagi kei vuravura;",medium,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0005386,Fijian-English_Dictionary.txt,fj,en,fj->en,robaroba,"v. to flap , flutter (the wings), of a bird ready to fly.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003134,Fijian-English_Dictionary.txt,fj,en,fj->en,sukuna proposed this concept to the chiefs in,". kovu, kovuta v. to wrap in bud-shape some food, as with leaves to package vakalolo pudding, closed at top. ten such packages ikovu vakalolo would be referred to as one wai in the counting system used for grand food presentations. such bud-shaped packages may also be used for certain foods to be cooked in the earth oven, shrimp , some meats.",short,statement
legal,constitution,constitution|90(4)(a),constitution - itaukei.txt,fj,en,fj->en,na vakacegui ena gauna oya na paraiminisita;,the incumbent prime minister immediately ceases to hold office;,short,legal_clause
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0007428,Fijian-English_Dictionary.txt,fj,en,fj->en,uabula,"adj . of people, in a productive, adult phase of life.",short,statement
legal,constitution,constitution|109(9)(b),constitution - itaukei.txt,fj,en,fj->en,"vunivola tudei, daunilawa levu, daireketa ni veibeitaki ni matanitu, se vunivola levu ni palimedi—vua e dua na vakailesilesi ena nona tabacakacaka se valenivolavola.","a permanent secretary, the solicitor-general, the director of public prosecutions or the secretary-general to parliament—against any person employed in their respective ministries or offices.",long,legal_clause
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0001281,Fijian-English_Dictionary.txt,fj,en,fj->en,dakua,"n. large forest tree with useful very white timber, fij i kauri, agathis macrophylla (= a. vitiensis), araucariaceae, a gymnosperm, often used to make punts. the circumference can be up to six meters,",short,statement
conversational,years_9_10,conversational|years_9_10|00043,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,en,fj,en->fj,he is my mother’s father.,e tamai tinaqu o koya.,short,statement
bible,genesis,bible|genesis|019|027,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"sa lako vaka mataka o eparaama, ena vanua sa tu kina o koya ena mata i jiova.",and abraham gat up early in the morning to the place where he stood before the lord:,medium,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0002089,Fijian-English_Dictionary.txt,fj,en,fj->en,gone,lailai rock the baby. vagedegedea na lori rock the truck (to move it). gedea na tavaya ni,short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0006348,Fijian-English_Dictionary.txt,fj,en,fj->en,vuli,education.,short,statement
bible,genesis,bible|genesis|047|019,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"""na cava me keimami mate kina ena matamuni, oi keimami kei na neimami qele? mo ni voli keimami kei na neimami vanua ena madrai. oi keimami kei na neimami vanua keimami na bobula vei fero; solia vei keimami nai tei. me keimami bula ka sega ni mate, me kua ni lala na vanua. ""","wherefore shall we die before thine eyes, both we and our land? buy us and our land for bread, and we and our land will be servants unto pharaoh: and give us seed, that we may live, and not die, that the land be not desolate.",long,statement
legal,constitution,constitution|70(7),constitution - eng.txt,en,fj,en->fj,"the secretary-general to parliament shall have the authority to appoint, remove and discipline all staff (including administrative staff) in parliament.","na vunivola levu ni palimedi e tu vua na kaukauwa me digitaka, vakaceguya, se totogitaka e dua na vakailesilesi (oka kina o ira na cakacaka vakavunivola) ena palimedi.",long,obligation
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0001779,Fijian-English_Dictionary.txt,fj,en,fj->en,dromodromo,yellow. also refers to the disease yellow j aundice or yellow of an egg. may be synonymous with dromodromoa.,short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0004149,Fijian-English_Dictionary.txt,fj,en,fj->en,mata malumu,"adj . sweet, gentle-faced, lovely , pretty (girl, woman). matamata . n. gate, main entrance. prior to cession, all villages were fortified and fenced. matamata . n. goal-posts (as in football). matamata . (slang) n. messenger.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0007627,Fijian-English_Dictionary.txt,fj,en,fj->en,vakabauta,"v., n. to believe; belief.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003613,Fijian-English_Dictionary.txt,fj,en,fj->en,coconut,"flesh to extract the “cream”, or washed clothes to remove water. also to milk a cow. dau",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0007783,Fijian-English_Dictionary.txt,fj,en,fj->en,vata,". together. lako vata v. to go together ; salavata v. to travel together. kalavata matching (in colour, as with clothes). vata kei au together with me.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0001831,Fijian-English_Dictionary.txt,fj,en,fj->en,influence of,"a chief, an awesome power mentioned by a. c. reid (tovata, part , p. ), as the probable source of the name of tugua island, in ha’apai, tonga, residence of the sacred tamaha, and part",short,statement
bible,genesis,bible|genesis|030|019,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"sa kunekune tale o lia, ka sa vakasucuma nai ka ono ni luvena vei jekope.","and leah conceived again, and bare jacob the sixth son.",medium,statement
medical,covid_general,medical|covid_general|bd002fed1377,ocr_txt_bundle::covid_general,fj,en,fj->en,O Mika e imatai ni tauvimate ni COVID-19 ena nona matavuvale.,Mika is the first case of COVID-19 in this household.,medium,information
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0008180,Fijian-English_Dictionary.txt,fj,en,fj->en,vuca,adj . rotten.,short,statement
bible,genesis,bible|genesis|031|035,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"sa tukuna yani vei tamana, ""me kua ni ca vua na noqu turaga ni'u sa sega ni tucake rawa, ni sa se tiko na rosi me vaka sa dauyacovi ira ga na yalewa “sa yaco vei au oqo. "" sa vakasaqaqara, ia, sa sega ga ni kunea na kaloumatakau.","and she said to her father, let it not displease my lord that i cannot rise up before thee; for the custom of women is upon me. and he searched, but found not the images.",long,statement
medical,dementia_support,medical|dementia_support|22aff4534fb5,ocr_txt_bundle::dementia_support,en,fj,en->fj,"Anyone can get dementia, but the chance increases with age.","E rawa ni dua ga e tauvi dementia, ia e tubu na kena loloma ni sa qase na tamata.",medium,information
bible,genesis,bible|genesis|037|017,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"sa tukuna mai na tamata, ""era sa lako tani eke, ia, au sa rogoci ira ga ni ra sa tukuna, 'tou lako ki tocani. '"" a sa lako yani o joseva ka kunei iratou na tuakana e tocani.","and the man said, they are departed hence; for i heard them say, let us go to dothan. and joseph went after his brethren, and found them in dothan.",long,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0006768,Fijian-English_Dictionary.txt,fj,en,fj->en,highlands the word,"is matuku, a legendary power of super-tribe waimaro, and source for the name of",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0007739,Fijian-English_Dictionary.txt,fj,en,fj->en,vakavanuataka na marama me la ’ki watina,go make a traditional approach for the woman to become his wife.,short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0005927,Fijian-English_Dictionary.txt,fj,en,fj->en,sigege,"facial features showing the teeth, such as smiling or grimacing. could apply to a person, dog or",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0005946,Fijian-English_Dictionary.txt,fj,en,fj->en,siki,"adj . of bivalve shellfish, full of good edible meat. siki, sikira, sikiraka v. to shift (usually something heavy, or oneself). na sikisiki the shifting, of heavy things such as furniture, cases or boxes of food, sacks of goods. syn. kisi. siki, sikita v. to slip, perhaps by stepping on something squishy (mud, fruit), usually accidentaly.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003330,Fijian-English_Dictionary.txt,fj,en,fj->en,laburabura,"n. acne, pimples (containing pus), often considered a malady of youngsters.",short,statement
bible,genesis,bible|genesis|026|010,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"sa tukuna mai o apimeleki, ""na cava o sa cakava oqo vei keimami? vaka cava kevaka e dua sa moceri koya, o iko ga sa na kauta mai vei keimami na bula e beitaki. ""","and abimelech said, what is this thou hast done unto us? one of the people might lightly have lien with thy wife, and thou shouldest have brought guiltiness upon us.",long,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0001473,Fijian-English_Dictionary.txt,fj,en,fj->en,dereneke,"n. spawning of land crab (lairo), october through december, when they march to the sea to",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0004883,Fijian-English_Dictionary.txt,fj,en,fj->en,three,(as a decimal).,short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0008529,Fijian-English_Dictionary.txt,fj,en,fj->en,of food at,"a food-presentation, before it is given out, a very common custom of ceremonies. it requires",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0006915,Fijian-English_Dictionary.txt,fj,en,fj->en,tavuki,"v. overturn. the name of a few villages, memorialising the overthrow of an early chiefly lineage, a common occurence.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0008739,Fijian-English_Dictionary.txt,fj,en,fj->en,vakayayamo,v. to use one ’s hand(s) to find one’s way around.,short,statement
bible,genesis,bible|genesis|012|011,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"sa qai yaco ni sa voleka yani ki ijipita, sa tukuna vei serai na watina, ""raica, au sa kila ni o sa rui yalewa rairai totoka.","and it came to pass, when he was come near to enter into egypt, that he said unto sarai his wife, behold now, i know that thou art a fair woman to look upon:",long,statement
bible,genesis,bible|genesis|023|014,bible_genesis_verse__en2fj.csv,en,fj,en->fj,"and ephron answered abraham, saying unto him,","sa sauma o efironi vei eparama ka vaka,",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0004010,Fijian-English_Dictionary.txt,fj,en,fj->en,vusaratu,"were overthrown, the masau switched primary allegiance to the tui kaba though they retained ceremonial function for the vusaratu. they are of samoan origin, previously carpenters called matasau, or mataisau, connected with tonga, and now a people of mixed race. their influence has sharply declined in recent years.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0001797,Fijian-English_Dictionary.txt,fj,en,fj->en,existed after,when british administration became well established.,short,statement
legal,constitution,constitution|146(e),constitution - itaukei.txt,fj,en,fj->en,daunilawa levu;,the solicitor-general;,short,legal_clause
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0005300,Fijian-English_Dictionary.txt,fj,en,fj->en,re,"(bua, wailevu) good (bauan vinaka), as in: bula re! = bula vinaka! good day to you !",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0007910,Fijian-English_Dictionary.txt,fj,en,fj->en,vetuna,"n. type of edible worm that lives in the sand, siphonosoma spp. or sipunculis spp. may be eaten raw. syn. vurai. see ibo.",short,statement
bible,genesis,bible|genesis|021|022,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"sa yaco mai e dua na gauna, o apimeleki kei fikoli, (nai liuliu ni mataivalu na apimeleki) e rau sa veivosaki kei eparaama ka vaka: ""sa tiko vata kei iko na kalou ena veika kecega o cakava.","and it came to pass at that time, that abimelech and phichol the chief captain of his host spake unto abraham, saying, god is with thee in all that thou doest:",long,statement
idiom,idiom_literal,idiom|idioms|000016|literal,Fijian Idioms - Copy.txt,fj,en,fj->en,"Dromu na vula, dromu vata kei na kena kalokalo","[Literal Translation:The moon sets and its star sets with it] [Meaning:that the death of one individual can quickly bring on the death of a spouse, close relative or associate.]",medium,idiom_literal
bible,genesis,bible|genesis|030|032,bible_genesis_verse__en2fj.csv,en,fj,en->fj,"i will pass through all thy flock to day, removing from thence all the speckled and spotted cattle, and all the brown cattle among the sheep, and the spotted and speckled among the goats: and of such shall be my hire.","""me'u lako mada yani ki na qele ni manumanu ena siga oqo, na manumanu kece sa tavutonotono me wasei mai na kena e dravu. na sipi, na lami, na me, oqori me kequ i sau.",long,statement
bible,genesis,bible|genesis|035|028,bible_genesis_verse__fj2en.csv,fj,en,fj->en,na yabaki nei aisake e dua na drau ka mani walusagavulu na yabaki.,and the days of isaac were an hundred and fourscore years.,medium,statement
legal,constitution,constitution|102(13),constitution - eng.txt,en,fj,en->fj,"the members of the commission referred to in subsection ()(d) or (e) may be removed from office for inability to perform the functions of office (whether arising from infirmity of body or mind or any other cause) or for misbehaviour, and may not otherwise be removed.","na lewenimatabose e vakamacalataki ena wasetiki ()(d) se (e) era na rawa ni vakacegui mai na nodra itutu ke sega ni ra qarava rawa na itavi lavaki (ke vu mai na tauvimate vakayago se vakasama, se ena dua tale na ka) se ena itovo ca, ka na sega ni vakacegui ena dua tale na iwalewale.",long,legal_clause
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0002072,Fijian-English_Dictionary.txt,fj,en,fj->en,both,"the t and the k are replaced by glottal stops; this is referred to as gato rua, another term newly invented by school teachers. gato . adj . able to speak a local dialect as if from that area. gato, gatova v. to peer, peek, usually secretly or without disturbing.",short,statement
legal,constitution,constitution|109(3)(c),constitution - eng.txt,en,fj,en->fj,remitting all or a part of a punishment.,bokoca taucoko se bokoca e so na itotogi.,short,legal_clause
legal,constitution,constitution|1(4)(c),constitution - eng.txt,en,fj,en->fj,"upon becoming a citizen of fiji, a foreign person may retain his or her existing citizenship unless the laws of that foreign country provide otherwise.","dua e sa mai lewenivanua e viti, ena rawa vua me taukena tiko ga na nona lewenivanua ena vanua taumada vakavo ke sega ni vakadonuya na lawa ni vanua ya.",long,legal_clause
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0007813,Fijian-English_Dictionary.txt,fj,en,fj->en,vatuvatu,"adj . stony, of a piece of land or small island.",short,statement
legal,constitution,constitution|157(6)(d),constitution - itaukei.txt,fj,en,fj->en,bulia e so tale na lawa e sega ni veiganiti vata.,making other provision that is inconsistent with it.,medium,legal_clause
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0007851,Fijian-English_Dictionary.txt,fj,en,fj->en,veibo,"v., n. to wrestle, wrestling, a very minor former fijian sport, mostly polynesian in origin, now forgotten. veibo liga “indian” wrestling with the hand to contest strength of the arm. vei . to or from, as in solia vei au give it to me. vei . of (or) among (as of people), as in e dua vei rau one of the two of them.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0005989,Fijian-English_Dictionary.txt,fj,en,fj->en,sisi,"n. (lakeba, from tonga) garland (salusalu) of flowers and scented leaves attached to an hibiscus-fibre base, worn around the neck , various forms, types. syn. itaube as a general term for necklace. sisi, sisiva v. to slip (on or because of something), slide, skid, ski (as on snow). sisi-buluta v. to bury in a landslide. sa sisibuluta na vale e na uneune. the house was buried under a landslide in the earthquake.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0000120,Fijian-English_Dictionary.txt,fj,en,fj->en,brought,"forward by a procession of women , showing it off. highlanders never had the mulberry barkcloth, and never had such grand ceremonial displays.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0006949,Fijian-English_Dictionary.txt,fj,en,fj->en,itawatawa,"(ni benisini) n. filling station, petrol station, bowser. syn. bausa (eng.) a much more commonly used word. vakatawa, vakatawana . v. to fill (container). tawaip akete-taka to package (in packages, usually commercially). vakatawa, vakatawana . v. to populate. vakatawana na vanua vou. populate the new land. idiom:",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0007325,Fijian-English_Dictionary.txt,fj,en,fj->en,tukiyadre,"n. cape gooseberry, husk tomato, peruvian origin. very small edible fruit. children knock",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0008146,Fijian-English_Dictionary.txt,fj,en,fj->en,sometimes confused as a,"synonym for vu. and this is a topic one may not always discuss openly. only some of the vu have names, or the names are forgotten probably because one is usually not encouraged to pronounce the name. by contrast, for kalou vu, temples were built and attended by just a few select people, services with offerings and solicitations, advanced through a priest bete, who would take care",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0004058,Fijian-English_Dictionary.txt,fj,en,fj->en,mata cigogo,or sigogo squinting.,short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0001262,Fijian-English_Dictionary.txt,fj,en,fj->en,sometimes,called “indian yam” though it is not a yam. the name daiga applies in samoa as well as fiji.,short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003451,Fijian-English_Dictionary.txt,fj,en,fj->en,lauci,"n. candlenut tree, aleurites moluccana, euphorbiaceae, very likely an early aboriginal introduction, established throughout the pacific. the oily nuts are flammable, formerly used, after drying, for lamps",short,statement
definition,definition,definition|000304,definition.xlsx::Sheet1,fj,en,fj->en,koroturaga,capital,short,headword
bible,genesis,bible|genesis|008|016,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"""lako tani mai na waqa, o iko, kei iratou na luvemu tagane, o watimu kei iratou na vugomu.","go forth of the ark, thou, and thy wife, and thy sons, and thy sons' wives with thee.",medium,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0005183,Fijian-English_Dictionary.txt,fj,en,fj->en,raitayaloyalo-taka,"v. to illustrate, to show or make apparent, bring to mind, to imagine. raivakababa, raivakababa-taka v. to look from the corner of the eye.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0001915,Fijian-English_Dictionary.txt,fj,en,fj->en,emeni,(eng.) amen. syn. ameni.,short,statement
definition,definition,definition|000348,definition.xlsx::Sheet1,en,fj,en->fj,religion,lotu,short,headword
legal,constitution,constitution|109,constitution - eng.txt,en,fj,en->fj,"before taking office, a judge or magistrate must take before the president, the oath or affirmation of allegiance and office set out in the schedule. term of office .—() a person who is not a citizen of fiji and who is appointed to be a judge in fiji serves for a period not exceeding years determined in each case by the judicial services commission at the time of appointment, and may be eligible for re-appointment.","na daunilewa ni mataveilewai e cake se daunilewa ni mataveilewai e ra me na vosa bubului e matai peresitedi ni bera ni tekivu na veiqaravi me vaka e virikotori ena ikuri ni yavunivakavulewa qo. ----------------------- page ----------------------- gauna ni veiqaravi .—() ni dua e sega ni lewenivanua e viti qai digitaki me daunilewa ni mataveilewai e cake e viti, ena veiqaravi me na yabaki, ka na vakatulewataka na matabose veiqaravi ni mataveilewai na balavu ni nona veiqaravi ka rawa ni tosoi tale na nona yabaki ni veiqaravi.",long,obligation
legal,constitution,constitution|90(3)(d),constitution - eng.txt,en,fj,en->fj,"if after the third vote, no person receives the support of more than % of the members of parliament, the speaker shall notify the president in writing of the inability of parliament to appoint a prime minister, and the president shall, within hours of the notification, dissolve parliament and issue the writ for a general election to take place in accordance with this ----------------------- page -----------------------","ni oti na ikatolu ni veidigidigi, qai sega ni dua na yaca vakaturi e digitaki e rawata e sivia na % na nodra digidigi na lewenipalimedi, sa na volavola na sipika vua peresitedi ni sa sega ni rawa ni digitaka na palimedi e dua na paraiminisita, na peresitedi me na vakatulewa ena loma ni na aua me bokoca na palimedi ka solia na ivakaro tabaki me caka na veidigidigi me vaka e volai ena yavunivakavulewa qo.",long,obligation
medical,medical_misc,medical|medical_misc|780c3b4806a4,ocr_txt_bundle::medical_misc,fj,en,fj->en,Talking with people we trust can help us feel less alone.,Na veitalanoa kei ira na tamata eda nuitaka e rawa ni vakalailaitaka na noda galili.,medium,information
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0000075,Fijian-English_Dictionary.txt,fj,en,fj->en,balaka,"n. a palm useful for its very thin , straight and hard stem, formerly used for spears, balaka species.",short,statement
definition,definition,definition|000212,definition.xlsx::Sheet1,en,fj,en->fj,payment,isau,short,headword
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0006968,Fijian-English_Dictionary.txt,fj,en,fj->en,iteitei,food garden . fijians planted some ornamentals but never had ornamental gardens.,short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003899,Fijian-English_Dictionary.txt,fj,en,fj->en,word implying,"a resting place, including even death itself. malolo is also an expression heard in lau when a person retires from a kava-drinking circle, to move back and take a rest. idiom: dre ko malolo toward sunset, literally, malolo island is pulling, malolo being in the far west of fij i islands. this idiom is typical of old fij ian language, speaking through allusions, hardly ever directly, bluntly or simply.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003195,Fijian-English_Dictionary.txt,fj,en,fj->en,fijians have,ever seen or smelled the plant. it does not grow wild and is rarely cultivated. one plant,short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0002412,Fijian-English_Dictionary.txt,fj,en,fj->en,kako,"(eng.) cargo. kaku, kakuva . v. to seize forcefully in the hand(s), to grab a hold of. kaku, kakuva . v. to scratch. syn. kadru, kadruva . kakua! don ’t ! as a forceful expression. syn. kua (though usually less forcefully, depending on the tone or emphasis of speech).",short,statement
bible,genesis,bible|genesis|035|026,bible_genesis_verse__en2fj.csv,en,fj,en->fj,"and the sons of zilpah, leah's handmaid; gad, and asher: these are the sons of jacob, which were born to him in padanaram.","na luvei sipa tagane, (na dauveiqaravi) nei lia; o kata kei aseri. oqo, o ira na luvei jekope tagane era sa vakasucumi vua e padani-erami.",long,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0007430,Fijian-English_Dictionary.txt,fj,en,fj->en,ua-dradra,n. varicose veins. syn. uasala.,short,statement
legal,constitution,constitution|90(3)(i),constitution - itaukei.txt,fj,en,fj->en,daunilawa ka rawa ni taura na itutu ni vunilawa me vaka e virikotori ena wasetiki (); ka,is a legal practitioner who is qualified to be appointed as the attorney-general under subsection (); and,medium,legal_clause
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0006836,Fijian-English_Dictionary.txt,fj,en,fj->en,tausoso,n. bunch or cluster as of hanging fruit (such as mango or wi) or coconuts. syn. isoso but tausoso implies hanging down of clusters of greater substance.,short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0001920,Fijian-English_Dictionary.txt,fj,en,fj->en,era,"(or) ira below, as opposed to e cake, above. this applies to relative height but ira may refer to the west, downwind of the speaker’s location. similarly e cake may refer to an upwind direction or uphill direction.",short,statement
medical,covid_general,medical|covid_general|d6109d017e80,ocr_txt_bundle::covid_general,en,fj,en->fj,Most people with mild COVID-19 will fully recover at home.,E levu era tauvi COVID-19 lailai era na bula vinaka taucoko ga e vale.,medium,information
conversational,years_9_10,conversational|years_9_10|00088,Years 9 -10_Conversational Vosa VakaViti and Fiji Hindi.txt,fj,en,fj->en,e tabu na vakaisala.,wearing hat is not allowed.,short,statement
medical,covid_general,medical|covid_general|ee59c847bb55,ocr_txt_bundle::covid_general,en,fj,en->fj,"If you have asthma, you are at higher risk of severe COVID-19.","Kevaka o tauvi dau cegu oca, o tiko ena iwasewase ni rerevaki vakalevu ni COVID-19.",medium,information
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0000786,Fijian-English_Dictionary.txt,fj,en,fj->en,caga,"(archaic) n. a unit of measure: span of hand from tip of thumb to tip of little finger, with fingers",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0006526,Fijian-English_Dictionary.txt,fj,en,fj->en,occur,"from three days to three months. symptoms are very high fever, diarrhoea or constipation,",short,statement
bible,genesis,bible|genesis|019|015,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"ni sa kida mai na mataka, e rau sa vakatotolo taki loti na agilosi ka tukuna, ""tucake, taura na watimu kei rau na luvemu yalewa, de dou qai kama vata ena vakarusai ni koro oqo. ""","and when the morning arose, then the angels hastened lot, saying, arise, take thy wife, and thy two daughters, which are here; lest thou be consumed in the iniquity of the city.",long,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0003778,Fijian-English_Dictionary.txt,fj,en,fj->en,luvequ,"my child, an affectionate way of addressing a child. luvu, luvuca v . to sink in water, drown, flood. na waluvu the flood. taukei ni waluvu specific chiefly title of waimaro highlands; that chief is supposed to have to ability at will to flood the wailevu (rewa river). this common version of the title is in bauan language. the proper highland title -- which",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0002126,Fijian-English_Dictionary.txt,fj,en,fj->en,gonevuli,"(or) gone ni vuli n. school child(ren), young student.",short,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0001709,Fijian-English_Dictionary.txt,fj,en,fj->en,drelaka,"v. to yank hard, to pull forcefully. see dre, dreta.",short,statement
bible,genesis,bible|genesis|039|021,bible_genesis_verse__fj2en.csv,fj,en,fj->en,"ia, o jiova sa tiko vata ga kei joseva, ka sa vakaraitaka tiko vua na nona loloma. sa solia tiko ga vei joseva na nona vinaka ena mata i koya na i vakatawa ni vale ni veivesu.","but the lord was with joseph, and shewed him mercy, and gave him favour in the sight of the keeper of the prison.",long,statement
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0008299,Fijian-English_Dictionary.txt,fj,en,fj->en,vuqa,"many. vuqa tale many other(s). kei na vuqa tale and many others, et cetera.",short,statement
legal,constitution,constitution|8(2)(c),constitution - eng.txt,en,fj,en->fj,for the purpose of imposing restrictions on the holders of public offices;,kena vakarautaki vakarawarawa na iyaya me vukea na tamata e vakaleqai vakayago.,medium,legal_clause
dictionary,dictionary_parallel_fj2en,dictionary|dictionary_parallel_fj2en|0000368,Fijian-English_Dictionary.txt,fj,en,fj->en,grated,"coconut and sugar is sometimes used in the preparation. wrapping is with leaves, usually of",short,statement
