seg_id,domain,sentence_type,direction,source,reference,system_masked,system_true,hypothesis,error_present,error_types,severity,rationale,annotator
SEG000087,conversational,,fj->en,e tiko na toa vavi?,is there roast chicken?,S04,google_translate,is there a chicken?,,,,,annotator_A
SEG000444,medical,,fj->en,"Kevaka o sivia na 60 na yabaki ka vakila na ivakatakilakila ni COVID-19, qarai vakatotolo na veivuke vakavuniwai.","If you are over 60 and have COVID-19 symptoms, seek medical care.",S01,microsoft_translate,"If you are over 60 years of age and experience symptoms of COVID-19, seek medical attention immediately.",,,,,annotator_A
SEG000448,medical,,fj->en,O ira na tamata cakacaka e vakila na ivakatakilakila era rawa ni taura na ivola ni 14 na siga ni tiko vakatikitiki e vale.,Workers with symptoms can get a medical certificate for 14 days of self-isolation.,S03,chatgpt,The workers' rights indicate that they can take 14 days of leave if they are living away from home.,,,,,annotator_A
SEG000264,legal,,en->fj,the members of the commission shall be appointed for a term of years and shall be eligible for re-appointment.,na lewenimatabose ena veiqaravi me na yabaki ka rawa ni digitaki tale me veiqaravi.,S01,microsoft_translate,O ira na lewe ni Komisina me ra lesi me vica vata na yabaki ka rawa ni ra lesi tale.,,,,,annotator_A
SEG000238,idiom,,fj->en,waiwai dilo,[Literal Translation:dilo oil. (The dilo tree has nuts that is used for oil for body massage.)] [Meaning:to sweet-talk someone to get what is wanted.],S04,google_translate,petroleum products,,,,,annotator_A
SEG000397,medical,,en->fj,"If you have heart disease and COVID-19 symptoms, visit a screening clinic immediately.","Kevaka o tauvi mate ni uto ka vakila na ivakatakilakila ni COVID-19, gole vakatotolo ki na screening clinic.",S01,microsoft_translate,"Ke tauvi iko na mate ni uto kei na ivakatakilakila ni COVID-19, gole vakatotolo ki na valenibula ni dikevi.",,,,,annotator_A
SEG000151,definition,,en->fj,genuine,dina,S02,gemini,dina,,,,,annotator_A
SEG000230,idiom,,fj->en,dramica na vusi,"[Literal Translation:The cat licked it up] [Meaning:that some food or item is so relished / desirable that it disappeared quickly, or something has been stolen secretly.]",S02,gemini,Spicy goat,,,,,annotator_A
SEG000061,conversational,,en->fj,"may i use your knife, please?",au rawa ni kerea nomu isele?,S01,microsoft_translate,"E rawa beka ni'u vakayagataka na nomu isele, yalovinaka?",,,,,annotator_A
SEG000190,definition,,fj->en,rawa.rawa,easy,S01,microsoft_translate,resource.resource,,,,,annotator_A
SEG000338,legal,,fj->en,e sega vua na dodonu me volayaca me vakaitavi ena veidigidigi;,ceases to have the right to be a registered voter in an election to parliament;,S04,google_translate,he does not have the right to register to vote;,,,,,annotator_A
SEG000079,conversational,,en->fj,butter the bread.,vakabatataka na madrai.,S03,chatgpt,mālohi na pāle.,,,,,annotator_A
SEG000109,conversational,,fj->en,e tabu na vakalukalu.,whistling is not allowed.,S01,microsoft_translate,Abortion is sacred.,,,,,annotator_A
SEG000434,medical,,fj->en,Vakasavasavataka wasoma na vanua e dau tara vakalewelevu.,Disinfect surfaces regularly.,S03,chatgpt,The beautiful sunset was over the land where there were tall trees.,,,,,annotator_A
SEG000199,dictionary,,fj->en,leaves,"as an excellent, durable thatch. no one makes a sage starch powder, or pudding, as in done in",S03,chatgpt,leaves,,,,,annotator_A
SEG000078,conversational,,en->fj,her favourite food is roti and chicken curry.,na kena kakana taleitaki na roti kei na kari toa.,S03,chatgpt,na nona makawa o roti kei kerri kukanisiga.,,,,,annotator_A
SEG000108,conversational,,fj->en,era dau vakatarausese/sulu vakataga kei na sotenivuli na gonetagane i koronivuli.,boys wear school pants/sulu and shirt to school.,S04,google_translate,the boys at school used to wear uniforms and socks.,,,,,annotator_A
SEG000166,definition,,fj->en,mata ni vanua,herald,S03,chatgpt,the eye of the land,,,,,annotator_A
SEG000093,conversational,,fj->en,e vica na kena isau?,how much is the cost?,S04,google_translate,how much does it cost?,,,,,annotator_A
SEG000142,definition,,en->fj,english,vaka-valagi,S04,google_translate,Vosa vakavalagi,,,,,annotator_A
SEG000352,medical,,en->fj,Resources are available online.,E tu ena initaneti na itukutuku kei na veitokoni.,S01,microsoft_translate,Sa vakarautaki tu na ivurevure ena initaneti.,,,,,annotator_A
SEG000046,conversational,,en->fj,how much is the cost?,e vica na kena isau?,S02,gemini,E vica na isa?,,,,,annotator_A
SEG000185,definition,,fj->en,toa,chicken,S03,chatgpt,toilet,,,,,annotator_A
SEG000156,definition,,en->fj,tell,tukuna,S02,gemini,tukuna,,,,,annotator_A
SEG000284,legal,,en->fj,right to social security schemes,dodonu ni tamata yadua me vakarautaki vua na veivuke raraba,S04,google_translate,dodonu ki na veiqaravi ni veitaqomaki vakailavo .,,,,,annotator_A
SEG000273,legal,,en->fj,"the tribunal or medical board shall enquire into the matter and furnish a written report, including its advice on whether the president should be removed from office, to the chief justice, who shall refer the report to the prime minister for tabling in parliament.","mataveivaqaqai se matabose ni bula me dikeva na leqa qo qai vakarautaka e dua na kena ripote vua na navosavakadua, oka ena ripote na vakatutu ni nona vakacegui na peresitedi. navosavakadua ena qai vagolea na ripote vua na paraiminisita me na qai vakaraitaka ena palimedi.",S02,gemini,"Na matabose ni veilewai se matabose ni vuniwai ena dikeva na leqa oya ka solia e dua na ripoti volai, okati kina na kena vakatutu se dodonu me kau tani mai na nona itutu na peresitedi, vua na iliuliu ni lewa, o koya ena qai vakauta na ripoti vua na paraiminisita me tabaki e Palimedi.",,,,,annotator_A
SEG000202,dictionary,,fj->en,kavitu,"as in lotu kavitu, an american christian sect, seventh day adventists, that retains saturday as",S04,google_translate,seventh,,,,,annotator_A
SEG000421,medical,,fj->en,E tu ena initaneti na itukutuku kei na veitokoni.,Resources are available online.,S04,google_translate,Information and support are available online.,,,,,annotator_A
SEG000075,conversational,,en->fj,ants are tiny crawling insects.,era manumanu lalai na qasikalolo.,S03,chatgpt,na ירחו fo ta meri.,,,,,annotator_A
SEG000192,definition,,fj->en,voleka,near,S01,microsoft_translate,close,,,,,annotator_A
SEG000116,conversational,,fj->en,e ra dau vakavinivo ni vuli na goneyalewa i koronivuli.,girls wear school dress to school.,S02,gemini,The girls at school often complain about school.,,,,,annotator_A
SEG000300,legal,,en->fj,"the right to be free from hate speech, whether directed against individuals or groups; and",na kena yalani ena vakatabakidua ena kena gadrevi ena gauna ni tikoleqa vakamatanitu; kei na,S03,chatgpt,"na i tiko me na kua ni o vakananuma na vosa veivakacacani, na vosa biu ki na tamata se na ivoli; qai",,,,,annotator_A
SEG000252,legal,,en->fj,rules for the calculation of periods of a person’s lawful presence in fiji for the purpose of determining citizenship;,"na lawa me cakacakataki kina na balavu ni gauna me tiko kina e viti, ena qai vakatautaki kina na soli vua ni ivolatara me lewenivanua;",S02,gemini,Lawa ni wiliwili ni gauna ni nona tiko vakalawa e dua na tamata e Viti me baleta na kena vakadeitaki na nona lewenivanua.,,,,,annotator_A
SEG000095,conversational,,fj->en,na vuata cava o dau taleitaka?,what is your favourite fruit?,S02,gemini,What fruit do you usually like?,,,,,annotator_A
SEG000251,legal,,en->fj,the members of the commission referred to in subsection ()(d) and (e) hold office for a term of years and are eligible for re-appointment.,na lewenimatabose e vakamacalataki ena wasetiki (d) kei na (e) me na veiqaravi me na yabaki ka rawa ni na digitaki tale me veiqaravi.,S03,chatgpt,na siga ni komiti e vakaraitaki ena ioti ()(d) kei (e) e tu vakalevu me baleta na veiyabaki ni yabaki ka vakarautaki me tauri tale.,,,,,annotator_A
SEG000027,bible,,fj->en,"ia, o iso sa cici mai ka roqoti koya ka lele yani ki domona ka reguci jekope ka tagi, ni rau sa veitagicaki ena marau.","and esau ran to meet him, and embraced him, and fell on his neck, and kissed him: and they wept.",S02,gemini,"And Esau ran to meet him, and embraced him, and fell on his neck, and kissed Jacob, and wept. And they wept together with joy.",,,,,annotator_A
SEG000032,bible,,fj->en,"""sa sega beka ni tu oqori e matamu na vanua taucoko? au kerea, me daru sa tawase, kevaka o sa lako ki nai mawi, au na lako ki nai matau, se o lako ki nai matau, au na lako ki nai mawi. ""","is not the whole land before thee? separate thyself, i pray thee, from me: if thou wilt take the left hand, then i will go to the right; or if thou depart to the right hand, then i will go to the left.",S04,google_translate,"""is not the whole land before thee? let us, I pray thee, separate us: if thou wilt take the left hand, then I will go to the right; or if thou wilt take the right hand, then I will go to the left.""",,,,,annotator_A
SEG000261,legal,,en->fj,human rights and anti-discrimination commission,matabose ni dodonu ni tamata kei na valuti ni veivakaduiduitaki,S03,chatgpt,ita ni tamata kei na komiti ni vuku ni veika e sa vola tiko ena ngawa kei na vakanananu ni veivakadrukai,,,,,annotator_A
SEG000179,definition,,fj->en,tau,fall (rain),S03,chatgpt,sister,,,,,annotator_A
SEG000089,conversational,,fj->en,me kani cava?,what for?,S01,microsoft_translate,What to eat?,,,,,annotator_A
SEG000371,medical,,en->fj,"Treatable conditions can cause memory lapses, confusion, and forgetfulness.","Na veika e rawa ni qaravi e rawa ni vakavuna na sega ni nanuma, veilecayaki kei na guiguileca.",S01,microsoft_translate,"Na ituvaki e rawa ni wali e rawa ni vakavuna na leqa ni vakasama, veilecayaki, kei na guiguilecava.",,,,,annotator_A
SEG000171,definition,,fj->en,qase ni vuli,school teacher,S04,google_translate,teacher,,,,,annotator_A
SEG000224,idiom,,fj->en,tara-koro,"[Literal Translation:to build/touch village] [Meaning:To gossip together, as an informal group, about people, relatives, news from the villages (koro).]",S03,chatgpt,wave crest,,,,,annotator_A
SEG000186,definition,,fj->en,adi,honorific prefix (woman),S02,gemini,Lady,,,,,annotator_A
SEG000053,conversational,,en->fj,do you have a flower garden at home/school?,e tiko nomudou loganisenikau mai vale/koronivuli?,S02,gemini,E tiko vei iko e dua na loga ni sena e vale se e koronivuli?,,,,,annotator_A
SEG000373,medical,,en->fj,Isolate household contacts.,Vakatikitiki na lewe ni matavuvale era dau veikilitaki voleka.,S03,chatgpt,Isolate na itautau ni te tamana.,,,,,annotator_A
SEG000036,bible,,fj->en,"""na nodra turaga ena vanua, sa vosa vakaukauwa vei keitou, ka tukuna ni keitou sa lako yani me raica lo na vanua.","the man, who is the lord of the land, spake roughly to us, and took us for spies of the country.",S03,chatgpt,"""When their leaders in the land spoke strongly to us, they said that we were going to see the land.""",,,,,annotator_A
SEG000329,legal,,fj->en,matabose ni veivosoti,mercy commission,S02,gemini,council of forgiveness,,,,,annotator_A
SEG000306,legal,,fj->en,"kevaka e dua na vosa se ivakamacala e vakaibalebale ena yavunivakavulewa qo, me wiliki ka raici na kena ibalebale ena iyatuvosa; kei na","if a word or expression is defined in this constitution, any grammatical variation or cognate expression of the word or expression has a corresponding meaning, read with the changes required by the context; and",S04,google_translate,"if there is a word or explanation that is wise in this context, read it and see what it means in the context; and",,,,,annotator_A
SEG000235,idiom,,fj->en,tala or tala simede,[Literal Translation:to unload cement] [Meaning:It may refer to having sex after long abstinence. (b) vaqara tala Literally translated as to go and unload. Meaning: To look for sexual opportunities. (c) Me laki rawataki ikeri na nomu tala? You are going to try your luck there at having sex?],S04,google_translate,concrete floor or floor,,,,,annotator_A
SEG000362,medical,,en->fj,These resources can answer many questions you may have.,Na itukutuku oqori e rawa ni sauma e vuqa na taro e tiko vei iko.,S03,chatgpt,E na vosota oqo e rawa ni sauma na questions levu o na rawa ni tu.,,,,,annotator_A
SEG000248,legal,,en->fj,"provides for the extradition, on the order of the high court, of a person from fiji;","vakasavi e dua na tamata e viti, ena vakatulewa ni mataveilewai e cake;",S04,google_translate,"e vakarautaka na nona vakasukai, ena lewa ni mataveilewai e cake, e dua na tamata mai viti;",,,,,annotator_A
SEG000257,legal,,en->fj,institute and conduct criminal proceedings;,tekivutaka ka qarava na veilewai ni basulawa;,S04,google_translate,vakaduria ka vakayacora na veilewai ni cala;,,,,,annotator_A
SEG000290,legal,,en->fj,"every person has the right to life, and a person must not be arbitrarily deprived of life. right to personal liberty .—() a person must not be deprived of personal liberty except—","na tamata yadua e tu vua na dodonu me bula, ka me kua ni kautani vakaveitalia na nona bula. dodonu ni galala ni tamata .—() e sega ni dodonu me vakuwai e dua mai na nona galala, vakavo—",S01,microsoft_translate,"na tamata yadua e tiko na dodonu ni bula, ka me kakua ni vakuwai vakatawadodonu na nona bula e dua na tamata. dodonu ki na galala ni tamata yadua .—() me kakua ni vakuwai e dua na tamata mai na nona galala vakavo ga—",,,,,annotator_A
SEG000308,legal,,fj->en,vosa na “okati” e vakaibalebale ena “okati ia e sega ni yalani na kena ibalebale”. ----------------------- page -----------------------,"the word “includes” means “includes, but is not limited to”.",S03,chatgpt,"The phrase ""to be included"" means ""to be included but the meaning is not clear.""",,,,,annotator_A
SEG000247,legal,,en->fj,appointment of ministers,digitaki ni minisita,S02,gemini,Veilesi ni minita,,,,,annotator_A
SEG000003,bible,,en->fj,"and so commanded he the second, and the third, and all that followed the droves, saying, on this manner shall ye speak unto esau, when ye find him.","sa vakarota talega nai karua ni lawalawa kei nai katolu ka vaka: ""me vaka talega oqori na veika mo ni tukuna vei iso ni kemuni sa kunei koya;",S04,google_translate,"a sa vakarota vakakina vua nai karua, kei nai katolu, kei ira kecega era sa muria na qele ni sipi, ka kaya, Mo ni vosa vakaoqo vei esau, ni dou sa kunei koya.",,,,,annotator_A
SEG000390,medical,,en->fj,Fatigue may be a symptom.,Na oca e rawa ni ivakatakilakila ni mate.,S03,chatgpt,Na ka draki me vaka e dua na siga.,,,,,annotator_A
SEG000259,legal,,en->fj,the commissioner of police;,komisina ni ovisa;,S02,gemini,Na Komishana ni Ovisa,,,,,annotator_A
SEG000071,conversational,,en->fj,he is years old.,e sa yabaki .,S04,google_translate,sa yabaki yabaki.,,,,,annotator_A
SEG000073,conversational,,en->fj,her name is alice.,e yacana o alice.,S01,microsoft_translate,Na yacana o Alice.,,,,,annotator_A
SEG000157,definition,,en->fj,swim,qalo,S04,google_translate,qalo,,,,,annotator_A
SEG000200,dictionary,,fj->en,regular visitors,"to a verandah. often flies in flocks. the grey-backed white eye has a more distinct yellow breast and underparts. qiqi, qiqica v. to roll (ball, metal drum, boat on rollers). qiqica na taya to roll the tyre (as children might do). fijians had no concept of wheels. idiom: qiqi cabe to move by rolling over in pretended sleep, with the purpose of making love to someone",S01,microsoft_translate,Regular Visitors,,,,,annotator_A
SEG000214,dictionary,,fj->en,paodi,n. (eng.) pound (weight or brtish money).,S01,microsoft_translate,Düsseldorf,,,,,annotator_A
SEG000033,bible,,fj->en,"ni sa taukena na qele ni manumanu, na qele ni bulumakau, ka sa levu sara na nona dauveiqaravi. era sa vuvutaki koya na kai filisitia.","for he had possession of flocks, and possession of herds, and great store of servants: and the philistines envied him.",S02,gemini,"He owned livestock land and cattle land, and he had many servants. The Philistines envied him.",,,,,annotator_A
SEG000447,medical,,fj->en,E levu na mate e rawa ni qaravi ka vakavuna na ivakatakilakila e vaka na dementia.,Many treatable illnesses can cause dementia-like symptoms.,S01,microsoft_translate,There are many treatable diseases that cause dementia-like symptoms.,,,,,annotator_A
SEG000081,conversational,,en->fj,her favourite subject is home economics.,na nona lesoni taleitaki na home economics.,S01,microsoft_translate,Na nona lesoni taleitaki na Home Economics.,,,,,annotator_A
SEG000245,legal,,en->fj,"a power conferred by this constitution to make, grant or issue any instrument (including a proclamation, order, regulation or rule), or to give any direction, includes the power, exercisable in the like manner, to repeal, rescind, revoke, amend or vary the instrument or direction.","na kaukauwa e soli ena yavunivakavulewa qo me buli, vakadonuya se solia e dua na ivola (okati kina na itukutuku ni matanitu, ivakaro, lawasau se lewa) se vakatulewa, e soli tale ga kina na kaukauwa me bokoci, veisautaki na vakatulewa.",S01,microsoft_translate,"Na kaukauwa e soli ena Yavu ni Vakavulewa oqo me vakayacora, solia se solia e dua na iyaya (oka kina e dua na ivakaro, ivakaro, lawa se lawa), se me solia e dua na veidusimaki, e okati kina na kaukauwa, e rawa ni vakayagataki ena sala vata oqori, me bokoci laivi, bokoci laivi, veisautaka se veisautaka na iyaya se veidusimaki.",,,,,annotator_A
SEG000308,legal,,fj->en,vosa na “okati” e vakaibalebale ena “okati ia e sega ni yalani na kena ibalebale”. ----------------------- page -----------------------,"the word “includes” means “includes, but is not limited to”.",S02,gemini,The word “okati” means “okati but its meaning is not limited.”,,,,,annotator_A
SEG000416,medical,,fj->en,E levu na tamata era dau loma taqaya ni ra sotava na veika vou se veika era sega ni dau kila.,Many people feel anxious when they face new or unknown situations.,S02,gemini,Many people often feel anxious when they encounter new things or things they are not familiar with.,,,,,annotator_A
SEG000447,medical,,fj->en,E levu na mate e rawa ni qaravi ka vakavuna na ivakatakilakila e vaka na dementia.,Many treatable illnesses can cause dementia-like symptoms.,S02,gemini,Many treatable diseases can cause symptoms like dementia.,,,,,annotator_A
SEG000287,legal,,en->fj,a written law shall make provision for the exercise by a member of the public of the right to access official information and documents held by the government and its agencies. ----------------------- page ----------------------- auditor-general .—() the office of the auditor-general established under the state services decree continues in existence.,"na lawa tabaki e dodonu me vakamatatataka na nodra dodonu na lewenivanua mera kila, taura na itukutuku kei na ivola ni itukutuku e tiko ena veivalenivolavola vakamatanitu kei na kena veitabana. daunifika levu .—() na valenivolavola ni daunifika levu e tauyavutaki ena dikiri ni veiqaravi vakamatanitu , me na tomani tiko ga.",S03,chatgpt,e dua na lawa e rawa ni vakarautaki tiko na kena bulia e dua na yaca ni tamata ni tawale me baleta na nodra veisiko ki na i tuvatuva kei na ivola e tu e na matanitu kei na nona i tovo ni veika. ----------------------- page ----------------------- na dauvakadidike. —() na bure ni dauvakadidike e vakatulewataki ena vuku ni ivolanikau ni matanitu e tu ga tiko.,,,,,annotator_A
SEG000415,medical,,fj->en,E rawa ni da rarawa wasoma ka sega ni taleitaka na veika eda dau taleitaka e liu.,We may feel unhappy most of the time and lose interest in things we usually enjoy.,S03,chatgpt,We can experience pain at first but later we may not enjoy the things we used to like.,,,,,annotator_A
SEG000415,medical,,fj->en,E rawa ni da rarawa wasoma ka sega ni taleitaka na veika eda dau taleitaka e liu.,We may feel unhappy most of the time and lose interest in things we usually enjoy.,S04,google_translate,We may become discouraged and lose interest in things we once enjoyed.,,,,,annotator_A
SEG000399,medical,,en->fj,Return for follow-up if symptoms change.,Vakasuka tale me laurai kevaka e veisau na ivakatakilakila.,S04,google_translate,Lesu tale me vakamuri kevaka e veisau na ivakatakilakila.,,,,,annotator_A
SEG000227,idiom,,fj->en,dau gasa yawa,"[Literal Translation:always wanting something that is inaccessible. ] [Meaning:This is often said of an individual who stays away from home, feeling more comfortable elsewhere]",S02,gemini,Always competes far.,,,,,annotator_A
SEG000040,bible,,fj->en,"oqo, na vuna, ena biuta kina na tamana kei na tinana na tagane ka sema vei yalewa (watina), me rau sa yago vata.","therefore shall a man leave his father and his mother, and shall cleave unto his wife: and they shall be one flesh.",S04,google_translate,"for this cause shall a man leave his father and mother, and shall cleave to his wife: and they twain shall be one flesh.",,,,,annotator_A
SEG000395,medical,,en->fj,"If you have asthma and COVID-19 symptoms, visit a screening clinic immediately.","Kevaka o tauvi dau cegu oca ka vakila na ivakatakilakila ni COVID-19, gole vakatotolo ki na screening clinic.",S04,google_translate,"Kevaka e tiko vei iko na mate ni uto kei na ivakatakilakila ni COVID-19, sikova sara e dua na valenibula ni veisele.",,,,,annotator_A
SEG000159,definition,,fj->en,"i cake, i dela",above,S04,google_translate,"above, above",,,,,annotator_A
SEG000130,definition,,en->fj,against (be against),saqata,S03,chatgpt,ka ni saumi,,,,,annotator_A
SEG000327,legal,,fj->en,"na tiko ena gauna ni veilewai, vakavo—","to be present when being tried, unless—",S02,gemini,"Being present during the judgment, except—",,,,,annotator_A
SEG000150,definition,,en->fj,advantage,kena vinaka,S02,gemini,yaga,,,,,annotator_A
SEG000049,conversational,,en->fj,where do they live?,erau vakaitikotiko i vei?,S01,microsoft_translate,evei era vakaitikotiko kina?,,,,,annotator_A
SEG000443,medical,,fj->en,Dementia e vakamacalataka na ivakatakilakila ena veisau e yaco ena ivakarau ni cakacaka ni mona.,Dementia describes symptoms caused by changes in how the brain works.,S01,microsoft_translate,Dementia describes symptoms as changes that occur in the way the brain works.,,,,,annotator_A
SEG000340,legal,,fj->en,"ena gauna e vakatulewataki kina e dua na lawa raraba, na mataveilewai e dodonu me vakayagataka se, kevaka e gadrevi, me bulia na lawa raraba ena ivakarau e doka na dodonu kei na galala me vaka e virikotori ena wase qo.","when deciding any matter according to common law, a court must apply and, where necessary, develop common law in a manner that respects the rights and freedoms recognised in this chapter.",S03,chatgpt,"At a certain time, a general law is to be determined, and the court must use, if necessary, to establish the general law in a manner that respects rights and freedoms as described in this section.",,,,,annotator_A
SEG000103,conversational,,fj->en,na vuata au dau taleitaka na meleni.,my favourite fruit is watermelon.,S04,google_translate,my favorite fruit is watermelon.,,,,,annotator_A
SEG000025,bible,,fj->en,"oqo na kawa nei aisake, na luvei eparaama. o eparaama sa vakasucumi vua o aisake.","and these are the generations of isaac, abraham's son: abraham begat isaac:",S03,chatgpt,"The son of Kawa is Aisake, and the daughter is Eparaama. Eparaama is being proposed to Aisake.",,,,,annotator_A
SEG000363,medical,,en->fj,Poor judgment or decision-making.,Na lutusobu ni vakatulewa se vakasama cala.,S03,chatgpt,Sega vinaka se veirogorogo.,,,,,annotator_A
SEG000201,dictionary,,fj->en,veitube,"(archaic) n., v. formal marriage, to marry. this is an old, properly traditional word used mostly",S04,google_translate,tubes,,,,,annotator_A
SEG000040,bible,,fj->en,"oqo, na vuna, ena biuta kina na tamana kei na tinana na tagane ka sema vei yalewa (watina), me rau sa yago vata.","therefore shall a man leave his father and his mother, and shall cleave unto his wife: and they shall be one flesh.",S03,chatgpt,"Thus, in the end, the son will leave both his father and mother and be united with his wife.",,,,,annotator_A
SEG000105,conversational,,fj->en,"e tiko tale ga na valelailai/valepo, paipo kei na valenisili e koronivuli.","we also have toilets, taps and bathrooms at school.",S01,microsoft_translate,"There are also toilets/toilets, pipes and toilets in the school.",,,,,annotator_A
SEG000259,legal,,en->fj,the commissioner of police;,komisina ni ovisa;,S04,google_translate,na komisina ni ovisa;,,,,,annotator_A
SEG000120,definition,,en->fj,lock of hair of virginity,taube,S02,gemini,Saqani dra ni savasava,,,,,annotator_A
SEG000346,legal,,fj->en,"vakavo ke vakarautaki ena yavunivakavulewa qo, na tamata yadua e tu vua na dodonu me vakaraitaka nona kudru i na matabose, me vakaraitaka kina na nona dodonu kei na galala e yavutaki ena wase qo, e sega ni vakamuri se vakacacani. ----------------------- page -----------------------",every person who is not a citizen but is lawfully in fiji has the right not to be expelled from fiji except pursuant to an order of a court or a decision of the minister responsible for immigration on a ground prescribed by law.,S01,microsoft_translate,"Except as provided in this Chapter, every person who has the right to make a complaint to the Board, to assert his rights and privileges based on this Chapter, shall not be complied with or violated. ----------------------- page -----------------------",,,,,annotator_A
SEG000168,definition,,fj->en,"dau, tu ga",always,S03,chatgpt,"Hey, what's up?",,,,,annotator_A
SEG000226,idiom,,fj->en,talai vakatoa,"[Literal Translation:sent on an errand like a chicken. ] [Meaning:Usually said in reference to a child who is slow and unreliable when sent on an errand. (Like a chicken, the child is diverted, losing track of the purpose of the mission.)]",S02,gemini,Sent to be butchered,,,,,annotator_A
SEG000233,idiom,,fj->en,kana yava ni toa,"[Literal Translation:to eat chicken feet] [Meaning:Your authority is effective in your territory (Vanua), but is irrelevant here in this territory. Each can be a chief in his own land. U 1. were ubiubi Literally translated as “to fake the work of cutting grass, weeds, by just knocking vegetation down to lie against the ground.” Meaning: To pretend to work. This idiom may imply that someone is not telling the whole story, that they are concealing some truth. 2. Sega ni ura me sa tei damu . Literally translated as “no prawn just turns red (unless someone has cooked it.” Meaning: Where there is smoke there is fire. The truth will come out. There must be a cause for something to happen, and the truth will be known. V and Y 1. vaka e vidi na ura Literally translated as “like a prawn springing into action.” Meaning: It conveys the notion of something that jumps suddenly into action, as the prawn does. 2. Sa viritaki na kena vatu . Literally translated as “a stone has already been thrown at it.” | It is already decisively rejected. Can also mean that the decision has been made to quit something, such as a game. A child may spit on a stone and throw the stone into the bushes to indicate that he is quitting a game. The notion is that if you found the stone he would be forced to stay 3. veivunauci vaka i Ra kasala . Literally translated as “to give advice as a kasala fish does” Meaning: You are good at giving advice but failing to follow that advice yourself. 4. Sa suasua na yavamu . Literally translated as “Your legs are still wet” This implies that you are new to this place, having just arrived ashore. You are a newcomer here and should not speak with assurance. 6. Yavita dole na mataisau Literally translated as “to club the carpenter prematurely.” | To judge a job prematurely before the work has been completed.]",S04,google_translate,eat chicken legs,,,,,annotator_A
SEG000298,legal,,en->fj,right to health,dodonu ni tikobulabula,S04,google_translate,dodonu ni bula,,,,,annotator_A
SEG000112,conversational,,fj->en,e vuli tiko e paradise secondary school.,he is schooling at paradise secondary school.,S01,microsoft_translate,She attends Paradise Secondary School.,,,,,annotator_A
SEG000449,medical,,fj->en,"Kevaka e sega ni laurai na ivakatakilakila, vakatikitikitaki iko mai na siga e caka kina na veivakatovotovo.","If they have no symptoms, self-isolate from the day of their test.",S04,google_translate,"If there are no symptoms, self-isolate from the day of the exercise.",,,,,annotator_A
SEG000045,conversational,,en->fj,his name is raju.,e yacana o raju.,S04,google_translate,na yacana o raju.,,,,,annotator_A
SEG000098,conversational,,fj->en,e tiko na ika vakalolo kei na tavioka?,is there fish lolo and cassava?,S04,google_translate,are there fish and seaweed?,,,,,annotator_A
SEG000145,definition,,en->fj,abhorrent,ca-ti,S04,google_translate,vakasisila,,,,,annotator_A
SEG000323,legal,,fj->en,vakayagataki vakamatau ni iyau ni matanitu;,"efficient, effective and economic use of public resources;",S03,chatgpt,revenue-generating government assets;,,,,,annotator_A
SEG000393,medical,,en->fj,Seek help if symptoms persist.,Qarai veivuke kevaka e sega ni yali na ivakatakilakila.,S03,chatgpt,Sivia e dua na veivuke ke raica na iyara.,,,,,annotator_A
SEG000306,legal,,fj->en,"kevaka e dua na vosa se ivakamacala e vakaibalebale ena yavunivakavulewa qo, me wiliki ka raici na kena ibalebale ena iyatuvosa; kei na","if a word or expression is defined in this constitution, any grammatical variation or cognate expression of the word or expression has a corresponding meaning, read with the changes required by the context; and",S01,microsoft_translate,"If any words or descriptions make sense of these values, read them and see their meaning in the sentence; and",,,,,annotator_A
SEG000378,medical,,en->fj,Seek help if confused.,Qarai veivuke kevaka o veilecayaki.,S02,gemini,Qara veivuke kevaka o vakavuvutaki.,,,,,annotator_A
SEG000192,definition,,fj->en,voleka,near,S02,gemini,near,,,,,annotator_A
SEG000435,medical,,fj->en,Savata wasoma na ligamu.,Wash your hands often.,S04,google_translate,Wash your hands regularly.,,,,,annotator_A
SEG000209,dictionary,,fj->en,yaka,"n. forest tree to meters, dacrydium nidulum, podocarpaceae, a gymnosperm, branching only at",S03,chatgpt,bowl,,,,,annotator_A
SEG000230,idiom,,fj->en,dramica na vusi,"[Literal Translation:The cat licked it up] [Meaning:that some food or item is so relished / desirable that it disappeared quickly, or something has been stolen secretly.]",S03,chatgpt,dramatic in sounds,,,,,annotator_A
SEG000167,definition,,fj->en,koro ni vuli,school,S03,chatgpt,we are learning,,,,,annotator_A
SEG000036,bible,,fj->en,"""na nodra turaga ena vanua, sa vosa vakaukauwa vei keitou, ka tukuna ni keitou sa lako yani me raica lo na vanua.","the man, who is the lord of the land, spake roughly to us, and took us for spies of the country.",S04,google_translate,"""their princes in the land, spoke harshly to us, saying, 'We are going out to spy out the land.",,,,,annotator_A
SEG000348,legal,,fj->en,"ke sa vakarautaki ena lawa tabaki ena wasetiki (), e dodonu me vaqaqacotaka na daunifika levu na raicilesu ni vakadidike e sa vakayacori oti ka ripotetaka na kena macala.","if the written law under subsection () so provides, it must also empower the auditor-general to review those audits and report the results of a review.",S02,gemini,"If prepared under the published law on the voucher, the principal investigator must strengthen the review of the research that has already been conducted and whose results have been reported.",,,,,annotator_A
