direction,domain,system,bleu,chrf,ter,comet,fluency,adequacy
en->fj,legal,chatgpt,0.0108978431011008,0.3291938038869473,0.8647058823529412,0.6194055676460266,3.0,2.0
en->fj,legal,chatgpt,0.0211179203259314,0.2016148333818402,0.6896551724137931,0.5247806906700134,3.0,2.0
en->fj,legal,chatgpt,0.0485491771707323,0.2994789075918289,0.8,0.624328076839447,3.0,2.0
en->fj,legal,chatgpt,0.0194542909351689,0.2431796656228636,1.037037037037037,0.5657528638839722,3.0,3.0
en->fj,legal,chatgpt,0.0197329618295876,0.4176608202346512,1.2456140350877194,0.7275195717811584,2.0,2.0
en->fj,legal,chatgpt,0.0145761308155392,0.2275609645066018,0.804878048780488,0.5534468293190002,2.0,1.0
en->fj,legal,chatgpt,0.012418421551544,0.4125170353777231,1.0625,0.6204989552497864,2.0,2.0
en->fj,legal,chatgpt,0.0698634031913599,0.4381699494846343,1.0,0.5032475590705872,2.0,2.0
en->fj,legal,chatgpt,0.012090340630072,0.3038483038021587,0.8148148148148148,0.5965944528579712,4.0,3.0
en->fj,legal,chatgpt,0.0280872725984327,0.3595643691697541,0.7638888888888888,0.4689190685749054,2.0,2.0
en->fj,legal,chatgpt,0.0094511137707152,0.1797199591018686,0.8214285714285714,0.5303078293800354,3.0,2.0
en->fj,legal,chatgpt,0.0760470204522333,0.3833924713638648,0.7391304347826086,0.6332104802131653,4.0,3.0
en->fj,legal,chatgpt,0.0338194691815117,0.3995726106203749,1.3448275862068966,0.7039978504180908,3.0,2.0
en->fj,legal,chatgpt,0.0359760677212855,0.3253978627462152,0.967741935483871,0.5908051133155823,2.0,2.0
en->fj,legal,chatgpt,0.0471694127833543,0.3310371819011843,0.7804878048780488,0.6004750728607178,3.0,2.0
en->fj,legal,chatgpt,0.1113399675649744,0.4195675582870745,0.7755102040816326,0.6561957001686096,2.0,2.0
en->fj,legal,chatgpt,0.0509419670714292,0.3228734273624358,0.6052631578947368,0.4675466418266296,3.0,2.0
en->fj,legal,chatgpt,0.0314422474385152,0.3310881995365143,1.1842105263157894,0.5533398985862732,2.0,2.0
en->fj,legal,chatgpt,0.0544018986368619,0.284029988946931,0.8,0.7022051215171814,3.0,2.0
en->fj,legal,chatgpt,0.0392814650900513,0.1786169738666105,1.0,0.6012386083602905,2.0,1.0
en->fj,legal,chatgpt,0.060021239583363,0.3526883436052596,0.9565217391304348,0.6695650219917297,3.0,3.0
en->fj,legal,chatgpt,0.0320051217538354,0.412720779183772,1.0,0.7233184576034546,4.0,3.0
en->fj,legal,chatgpt,0.0203317106597444,0.2062365357240871,2.75,0.6737591028213501,3.0,2.0
en->fj,legal,chatgpt,0.0493938273711537,0.2944740893814333,0.7777777777777779,0.6679711937904358,3.0,2.0
en->fj,legal,chatgpt,0.0948518028108483,0.3350598589078032,0.8947368421052632,0.6922155618667603,2.0,1.0
en->fj,legal,chatgpt,0.0357996959582927,0.4038489401793109,0.765625,0.7504420876502991,3.0,2.0
en->fj,legal,chatgpt,0.0190902778264204,0.1836072263181215,0.9090909090909092,0.5716313719749451,3.0,2.0
en->fj,legal,chatgpt,0.0041446465164629,0.1881521007224495,0.8904109589041096,0.4727611839771271,4.0,3.0
en->fj,legal,chatgpt,0.0198616269124483,0.3163503669622551,1.333333333333333,0.505294144153595,3.0,2.0
en->fj,legal,chatgpt,0.0115027836199,0.1519999045011924,1.4545454545454546,0.4087583720684051,3.0,2.0
en->fj,legal,chatgpt,0.0145444442939398,0.3314795179696075,0.8541666666666665,0.6296399235725403,3.0,2.0
en->fj,legal,chatgpt,0.053728496591177,0.1881388362051473,1.333333333333333,0.6821852326393127,3.0,1.0
en->fj,legal,chatgpt,0.0803428418944651,0.3359039071108372,1.0,0.720017671585083,4.0,4.0
en->fj,legal,chatgpt,0.010040733456654,0.2147254406662795,0.8596491228070176,0.5178084373474121,2.0,1.0
en->fj,legal,chatgpt,0.0114333611157874,0.2779281649224385,1.333333333333333,0.5570223331451416,4.0,3.0
en->fj,legal,chatgpt,0.0561222232430572,0.2563127192370563,1.0,0.5789583325386047,4.0,3.0
en->fj,legal,chatgpt,0.0268016515635577,0.2003411477790135,1.3636363636363635,0.5324894189834595,4.0,3.0
en->fj,legal,chatgpt,0.0346408207679605,0.2571038564703533,0.75,0.6648076176643372,2.0,1.0
fj->en,legal,chatgpt,0.0152366149323231,0.3320546754684162,0.8833333333333333,0.586848258972168,3.0,2.0
fj->en,legal,chatgpt,0.0234477823130879,0.4065917521916727,1.1262135922330097,0.6151350140571594,3.0,2.0
fj->en,legal,chatgpt,0.1106770129285596,0.3139499300372637,0.7058823529411765,0.5953357815742493,3.0,2.0
fj->en,legal,chatgpt,0.0157527204607203,0.4147080751661767,1.810126582278481,0.6020023226737976,4.0,3.0
fj->en,legal,chatgpt,0.0367876324992777,0.3516603559553083,1.1,0.6451804041862488,3.0,2.0
fj->en,legal,chatgpt,0.0874770726144569,0.3718488426220758,0.7849462365591396,0.5780208110809326,4.0,3.0
fj->en,legal,chatgpt,0.0473280076962346,0.3746587148536125,0.8846153846153846,0.5395815968513489,3.0,2.0
fj->en,legal,chatgpt,0.5081327481546147,0.7519150764220309,0.4,0.7240060567855835,2.0,1.0
fj->en,legal,chatgpt,0.0,0.0980157906760815,1.0,0.63517826795578,2.0,1.0
fj->en,legal,chatgpt,0.0446778805361507,0.3687688050705697,0.8181818181818182,0.608997106552124,4.0,2.0
fj->en,legal,chatgpt,0.0222264994623455,0.1617481907185415,0.7692307692307694,0.5125473141670227,3.0,2.0
fj->en,legal,chatgpt,0.033031643180138,0.116514737218916,1.0,0.2977724373340606,2.0,1.0
fj->en,legal,chatgpt,0.1343890291560805,0.5487792232379258,0.7540983606557377,0.6444008350372314,4.0,3.0
fj->en,legal,chatgpt,0.035148478313698,0.2741915172444967,0.9090909090909092,0.5277553796768188,3.0,1.0
fj->en,legal,chatgpt,0.0204480073602183,0.3927143370039844,1.0,0.6173345446586609,3.0,2.0
fj->en,legal,chatgpt,0.0091208545426744,0.1271018497202297,0.8846153846153846,0.4906215369701385,2.0,1.0
fj->en,legal,chatgpt,0.0220238149465866,0.2573956971818443,1.0555555555555556,0.4385924637317657,2.0,1.0
fj->en,legal,chatgpt,0.0224169335019223,0.2734055565971558,1.125,0.5846815705299377,4.0,2.0
fj->en,legal,chatgpt,0.0170661545159646,0.2325315234485703,0.925925925925926,0.5079799890518188,3.0,2.0
fj->en,legal,chatgpt,0.0,0.1157368718930713,1.0,0.550772488117218,3.0,2.0
fj->en,legal,chatgpt,0.0455310534291714,0.3586138006448523,0.8461538461538461,0.6143273711204529,3.0,2.0
fj->en,legal,chatgpt,0.0240885627048535,0.1477744624565505,1.1111111111111112,0.5855259895324707,3.0,2.0
fj->en,legal,chatgpt,0.0277761903401179,0.151433255339243,1.75,0.5311903357505798,2.0,1.0
fj->en,legal,chatgpt,0.0,0.1206430730249271,1.0,0.4938753545284271,4.0,3.0
fj->en,legal,chatgpt,0.0075224015207466,0.1744150190691048,0.8846153846153846,0.4415560662746429,2.0,1.0
fj->en,legal,chatgpt,0.0,0.0555555555555555,1.5,0.5025866031646729,2.0,1.0
fj->en,legal,chatgpt,0.0141436771469328,0.3238397066855956,0.8837209302325582,0.5297459959983826,3.0,1.0
fj->en,legal,chatgpt,0.0246013725769275,0.2180264269124748,0.7931034482758621,0.5797387957572937,3.0,1.0
fj->en,legal,chatgpt,0.0524679045689748,0.3612802650440809,0.7307692307692306,0.6203836798667908,3.0,2.0
fj->en,legal,chatgpt,0.0246013725769275,0.2721800632117588,0.8461538461538461,0.6144487261772156,3.0,1.0
fj->en,legal,chatgpt,0.0113362335964042,0.2769221026218969,0.8461538461538461,0.5576679706573486,3.0,1.0
fj->en,legal,chatgpt,0.1475920588171061,0.3870388189095923,0.7083333333333335,0.5571321249008179,3.0,2.0
fj->en,legal,chatgpt,0.035463588356139,0.3242835115607483,0.75,0.5557050108909607,3.0,2.0
fj->en,legal,chatgpt,0.0246432367770854,0.3176360684626563,0.7857142857142857,0.5423576831817627,3.0,2.0
fj->en,legal,chatgpt,0.018531408785327,0.2253708372355042,0.8666666666666667,0.5365711450576782,3.0,1.0
fj->en,legal,chatgpt,0.0152262777799141,0.2681743474111727,0.875,0.4709252417087555,3.0,2.0
fj->en,legal,chatgpt,0.2063863601494136,0.4669857042014905,0.7096774193548387,0.6953431963920593,4.0,3.0
fj->en,legal,chatgpt,0.0853710735459516,0.4221237427375724,0.8275862068965517,0.5500308871269226,3.0,2.0
fj->en,legal,chatgpt,0.0733795793974164,0.3119556385108368,0.7866666666666666,0.5805119872093201,3.0,2.0
fj->en,legal,chatgpt,0.0796837142373657,0.3899676779719664,0.8958333333333335,0.542820155620575,3.0,2.0
fj->en,legal,chatgpt,0.0065441583100634,0.287340967009232,1.807692307692308,0.4866609275341034,2.0,1.0
fj->en,legal,chatgpt,0.0719688472831104,0.4829889181130872,0.9272727272727272,0.6558980345726013,3.0,2.0
fj->en,legal,chatgpt,0.0333766041080252,0.294781605619459,0.8409090909090909,0.4857304692268371,3.0,2.0
fj->en,legal,chatgpt,0.0283392961760528,0.3033060350830222,0.8125,0.4796068072319031,2.0,1.0
fj->en,legal,chatgpt,0.0127408104603236,0.2749277091372358,0.8461538461538461,0.6266455054283142,4.0,2.0
fj->en,legal,chatgpt,0.0227972309142401,0.2867335601260953,1.95,0.5949821472167969,4.0,3.0
en->fj,medical,chatgpt,0.0215181025019712,0.1970189116544911,0.9,0.5656067728996277,2.0,1.0
en->fj,medical,chatgpt,0.01869300079996,0.2789352439259533,1.0833333333333333,0.457326203584671,2.0,1.0
en->fj,medical,chatgpt,0.0322601351892728,0.1862683946967041,0.7777777777777779,0.4745098948478699,3.0,2.0
en->fj,medical,chatgpt,0.0197656093009439,0.0844626480627959,0.9,0.6225368976593018,2.0,1.0
en->fj,medical,chatgpt,0.0730801550456758,0.2411844375603644,1.0,0.6861407160758972,4.0,3.0
en->fj,medical,chatgpt,0.0258970488657187,0.1943614433814872,0.85,0.6277027726173401,2.0,1.0
en->fj,medical,chatgpt,0.0351496796005319,0.237945069186983,0.8421052631578947,0.546877384185791,3.0,2.0
en->fj,medical,chatgpt,0.0150903933452192,0.3404689297808084,0.85,0.6232258677482605,3.0,2.0
en->fj,medical,chatgpt,0.1561969968460128,0.3454531962638753,0.375,0.7169716358184814,4.0,3.0
en->fj,medical,chatgpt,0.0,0.0857843137254902,1.0,0.4873324632644653,2.0,1.0
en->fj,medical,chatgpt,0.0203905281085401,0.2644822342120266,0.8571428571428571,0.6657028794288635,3.0,2.0
en->fj,medical,chatgpt,0.0162673926003057,0.337367791235091,1.2727272727272727,0.6320967078208923,3.0,2.0
en->fj,medical,chatgpt,0.1760928267911618,0.3466524483675677,0.7333333333333333,0.5917405486106873,3.0,2.0
en->fj,medical,chatgpt,0.0379512712631048,0.1289652649564003,0.8571428571428571,0.5144944787025452,2.0,1.0
en->fj,medical,chatgpt,0.0450739322292173,0.2717981019926089,0.7333333333333333,0.4995760023593902,2.0,1.0
en->fj,medical,chatgpt,0.0296609032034972,0.2676688483966022,0.8421052631578947,0.5667210221290588,4.0,3.0
en->fj,medical,chatgpt,0.0370130989603698,0.3694484755737558,0.6666666666666665,0.4300864934921264,3.0,3.0
en->fj,medical,chatgpt,0.1042796149235334,0.4084082494390756,0.631578947368421,0.491875022649765,3.0,2.0
en->fj,medical,chatgpt,0.0330381802116542,0.2881370074317243,0.7058823529411765,0.7431578040122986,3.0,2.0
en->fj,medical,chatgpt,0.0197654418733492,0.2028404124389704,0.8461538461538461,0.4307592511177063,2.0,1.0
en->fj,medical,chatgpt,0.0502203719049209,0.2247198165858318,0.7,0.5143644213676453,2.0,2.0
en->fj,medical,chatgpt,0.0757456925562569,0.3739255656506952,0.6111111111111112,0.5885096192359924,3.0,2.0
en->fj,medical,chatgpt,0.0209601661139937,0.1288267315023155,0.9,0.3751295506954193,2.0,2.0
en->fj,medical,chatgpt,0.0294465644578698,0.1278992294325792,0.7777777777777779,0.4581683576107025,3.0,2.0
en->fj,medical,chatgpt,0.1136219366467499,0.3255033531023693,0.8,0.6146831512451172,3.0,2.0
en->fj,medical,chatgpt,0.1188463183141935,0.3027424279577824,0.5454545454545454,0.5619122385978699,3.0,2.0
en->fj,medical,chatgpt,0.0,0.1453541976736534,1.416666666666667,0.5918880105018616,3.0,2.0
en->fj,medical,chatgpt,0.018043192373975,0.1768430163339823,0.7058823529411765,0.5207688808441162,2.0,1.0
en->fj,medical,chatgpt,0.0,0.1204601966582672,1.0,0.3924035131931305,3.0,2.0
en->fj,medical,chatgpt,0.0333004371339057,0.2739280945968202,0.6875,0.6180039048194885,3.0,2.0
en->fj,medical,chatgpt,0.0,0.2186355573823781,1.25,0.5263028740882874,2.0,1.0
en->fj,medical,chatgpt,0.0144001244467053,0.3443226756372085,1.1333333333333333,0.6532123684883118,3.0,2.0
en->fj,medical,chatgpt,0.299451606231839,0.4235742108214187,0.625,0.575814962387085,3.0,2.0
en->fj,medical,chatgpt,0.0219728138749971,0.2674603504916842,0.8461538461538461,0.6185247302055359,2.0,1.0
en->fj,medical,chatgpt,0.0873716785171587,0.1932416087909749,0.9,0.5177320837974548,3.0,2.0
en->fj,medical,chatgpt,0.0128977428825227,0.173487593970508,0.9444444444444444,0.5144167542457581,3.0,2.0
en->fj,medical,chatgpt,0.0241786149767447,0.321332418815518,1.0,0.6267183423042297,2.0,2.0
en->fj,medical,chatgpt,0.0305876034645802,0.3994991739747635,0.9333333333333332,0.4818726181983948,4.0,4.0
en->fj,medical,chatgpt,0.0826310318221259,0.3060530657847218,1.2857142857142858,0.4790261685848236,3.0,2.0
en->fj,medical,chatgpt,0.249635070871382,0.308059940202571,0.64,0.582551121711731,3.0,2.0
en->fj,medical,chatgpt,0.0285175395290415,0.18852885482648,1.0,0.4968695938587188,3.0,2.0
en->fj,medical,chatgpt,0.0639343068826622,0.2809016914421845,0.85,0.6209374070167542,3.0,2.0
en->fj,medical,chatgpt,0.0128977428825227,0.1649243680288593,0.9444444444444444,0.5166968107223511,4.0,3.0
en->fj,medical,chatgpt,0.0315598453911294,0.2881147699647037,0.8888888888888888,0.6705152988433838,3.0,2.0
en->fj,medical,chatgpt,0.0658520194984426,0.2682135542733268,0.75,0.5767792463302612,2.0,2.0
en->fj,medical,chatgpt,0.0101824256461954,0.2121243803919645,1.0555555555555556,0.5220733284950256,3.0,2.0
en->fj,medical,chatgpt,0.0096299436141881,0.1172788588770044,1.333333333333333,0.5435283780097961,2.0,1.0
en->fj,medical,chatgpt,0.0233337846583118,0.3947719732138134,1.0,0.7267252206802368,3.0,2.0
en->fj,medical,chatgpt,0.0068495242077372,0.1354121849859631,0.9166666666666664,0.5528989434242249,2.0,1.0
en->fj,medical,chatgpt,0.0250986212439789,0.1665077034344171,1.0,0.5627253651618958,3.0,2.0
en->fj,medical,chatgpt,0.012909220865163,0.1562771174896152,0.9444444444444444,0.5053491592407227,4.0,3.0
en->fj,medical,chatgpt,0.0162673926003057,0.2781233782532797,0.9333333333333332,0.6454715132713318,3.0,2.0
en->fj,medical,chatgpt,0.0340522339563737,0.1336260541244965,0.75,0.4078526198863983,3.0,2.0
en->fj,medical,chatgpt,0.1793724410392782,0.3751301355237466,0.9047619047619048,0.7609643340110779,3.0,2.0
en->fj,medical,chatgpt,0.021099385422893,0.1255940258529478,0.8181818181818182,0.5826117396354675,2.0,1.0
en->fj,medical,chatgpt,0.1664894297571626,0.3238932156553254,0.6923076923076923,0.5999240279197693,4.0,3.0
en->fj,medical,chatgpt,0.0537621294693616,0.2502955386313652,1.1428571428571428,0.570844829082489,3.0,2.0
en->fj,medical,chatgpt,0.0177423975661672,0.069647088201583,0.9090909090909092,0.522499144077301,2.0,1.0
fj->en,medical,chatgpt,0.0,0.1349132630518695,1.0,0.2653463780879974,1.0,1.0
fj->en,medical,chatgpt,0.015815216252224,0.1672138239100296,1.0,0.4000671803951263,3.0,1.0
fj->en,medical,chatgpt,0.0274722105909385,0.1956143048570832,1.1176470588235294,0.562408983707428,3.0,1.0
fj->en,medical,chatgpt,0.039073802494525,0.3011853090462248,1.0,0.533001720905304,3.0,1.0
fj->en,medical,chatgpt,0.0156712876772721,0.215555755755406,1.0,0.4767842292785644,3.0,1.0
fj->en,medical,chatgpt,0.0285175395290415,0.3240237993017977,1.0,0.8227387070655823,4.0,3.0
fj->en,medical,chatgpt,0.0,0.1407471046545486,1.25,0.5676602125167847,4.0,1.0
fj->en,medical,chatgpt,0.035752971644498,0.3125392997024958,0.9375,0.6280545592308044,4.0,3.0
fj->en,medical,chatgpt,0.035752971644498,0.3331470486749479,1.0909090909090908,0.7506528496742249,4.0,4.0
fj->en,medical,chatgpt,0.0,0.2712245199455659,2.666666666666666,0.6575982570648193,4.0,3.0
fj->en,medical,chatgpt,0.0363622704650007,0.6500253167842748,1.666666666666667,0.8379807472229004,4.0,3.0
fj->en,medical,chatgpt,0.0244370325518653,0.2066727971535699,0.8333333333333335,0.7092655301094055,4.0,4.0
fj->en,medical,chatgpt,0.1374708101760565,0.5388530173458261,0.5555555555555556,0.812805712223053,4.0,3.0
fj->en,medical,chatgpt,0.0239802967618271,0.1792931925608199,2.0,0.5863835215568542,3.0,2.0
fj->en,medical,chatgpt,0.0,0.1169079155424355,1.0,0.2102885693311691,3.0,2.0
fj->en,medical,chatgpt,0.0256074448055741,0.3748413186180779,1.416666666666667,0.585990846157074,4.0,2.0
fj->en,medical,chatgpt,0.0,0.1080999708695075,1.0,0.2113349139690399,1.0,1.0
fj->en,medical,chatgpt,0.0,0.3430644552166246,2.75,0.675149142742157,3.0,2.0
fj->en,medical,chatgpt,0.0925159978069645,0.3593244462163522,0.6,0.6951234936714172,4.0,3.0
fj->en,medical,chatgpt,0.0,0.1104468587645675,1.0,0.1952185481786728,1.0,1.0
fj->en,medical,chatgpt,0.345720784641941,0.6796413307931546,0.5714285714285714,0.7599664330482483,4.0,1.0
fj->en,medical,chatgpt,0.0,0.1493905170357926,1.0,0.2960288822650909,1.0,1.0
fj->en,medical,chatgpt,0.3243466207565264,0.5657016732048864,1.0714285714285714,0.7546750903129578,4.0,4.0
fj->en,medical,chatgpt,0.0,0.1190535556277958,1.0,0.2024710923433303,1.0,1.0
fj->en,medical,chatgpt,0.018798317647335,0.2041945308585163,1.0909090909090908,0.4691288769245147,2.0,1.0
fj->en,medical,chatgpt,0.0,0.0988633018592957,1.0,0.2223935723304748,1.0,1.0
fj->en,medical,chatgpt,0.0,0.1329146101818846,4.0,0.3588923513889313,2.0,1.0
fj->en,medical,chatgpt,0.0,0.1522430108440818,1.75,0.4117365777492523,1.0,1.0
fj->en,medical,chatgpt,0.059609942732681,0.2830297815205888,1.1111111111111112,0.523746907711029,4.0,2.0
fj->en,medical,chatgpt,0.0437481143122464,0.5503626941631701,1.0833333333333333,0.7456210851669312,4.0,3.0
fj->en,medical,chatgpt,0.1153056832378949,0.4414836990435812,0.75,0.8183983564376831,4.0,3.0
fj->en,medical,chatgpt,0.0113283604544009,0.2100255501896631,1.3125,0.6468085646629333,4.0,3.0
fj->en,medical,chatgpt,0.350602756654323,0.6074177796191557,0.5333333333333333,0.7932133674621582,4.0,3.0
fj->en,medical,chatgpt,0.0155371256927603,0.212433445114561,1.8571428571428568,0.448147565126419,2.0,1.0
fj->en,medical,chatgpt,0.0587394909469921,0.2445047477486367,1.2,0.5239177346229553,2.0,1.0
fj->en,medical,chatgpt,0.0514240160502826,0.3926775930424076,0.9090909090909092,0.8055381178855896,5.0,4.0
fj->en,medical,chatgpt,0.269205088095593,0.6073051456677884,0.75,0.8497485518455505,5.0,4.0
fj->en,medical,chatgpt,0.269205088095593,0.5974636433885622,0.75,0.851789653301239,5.0,4.0
fj->en,medical,chatgpt,0.0674025852934629,0.2959947867680936,0.8235294117647058,0.5225628018379211,2.0,1.0
fj->en,medical,chatgpt,0.0266583768170288,0.4334256508537037,1.2857142857142858,0.7629402279853821,5.0,4.0
fj->en,medical,chatgpt,0.0572599873153377,0.3006112925365678,1.3076923076923077,0.6342270970344543,3.0,1.0
fj->en,medical,chatgpt,0.0252811686973949,0.225017864263246,1.25,0.5538011193275452,3.0,1.0
fj->en,medical,chatgpt,0.0474060425987813,0.336504275587734,0.7,0.7562615275382996,4.0,3.0
fj->en,medical,chatgpt,0.0204480073602183,0.2812875750292122,1.1,0.501209020614624,2.0,1.0
fj->en,medical,chatgpt,0.0397536017626395,0.3756042474225237,0.8333333333333335,0.6685288548469543,4.0,2.0
fj->en,medical,chatgpt,0.0485491771707323,0.2230246661788508,0.8,0.7149502038955688,4.0,2.0
fj->en,medical,chatgpt,0.0250986212439789,0.1820419454292901,1.333333333333333,0.5733897089958191,3.0,2.0
fj->en,medical,chatgpt,0.0514240160502826,0.4373973172025765,0.9166666666666664,0.7563624382019043,5.0,4.0
fj->en,medical,chatgpt,0.0,0.1435713709602676,2.6,0.4262180030345917,3.0,1.0
fj->en,medical,chatgpt,0.0,0.1220531981140467,3.25,0.3979949951171875,2.0,1.0
en->fj,bible,gemini,0.2335264813613309,0.5555578404883336,0.72,0.6851304173469543,5.0,5.0
en->fj,bible,gemini,0.0379822922682767,0.4763095306785425,1.1,0.6260049939155579,4.0,3.0
en->fj,bible,gemini,0.0335913359034314,0.4048921170954243,1.1071428571428572,0.6144550442695618,5.0,4.0
en->fj,bible,gemini,0.1299191650657994,0.4613657438465399,0.8,0.7392394542694092,4.0,4.0
en->fj,bible,gemini,0.1280281053356989,0.4956056313862858,0.782608695652174,0.7385842800140381,3.0,4.0
en->fj,bible,gemini,0.0182941170974726,0.3653840597406574,0.9032258064516128,0.6162827014923096,4.0,4.0
en->fj,bible,gemini,0.4263550771707511,0.6561851803170852,0.44,0.7483362555503845,4.0,4.0
en->fj,bible,gemini,0.0697919755908906,0.4219662179845826,0.6666666666666665,0.7395085692405701,4.0,3.0
en->fj,bible,gemini,0.2539542668072638,0.6052679705880752,0.7073170731707318,0.7487899661064148,4.0,4.0
en->fj,bible,gemini,0.0624378762593756,0.4347662284168004,0.76,0.531911313533783,4.0,3.0
en->fj,bible,gemini,0.0310476720588545,0.415064579786601,0.8333333333333335,0.5590788125991821,4.0,3.0
en->fj,bible,gemini,0.4010647098390376,0.7108207847419206,0.4838709677419355,0.7489557266235352,4.0,4.0
en->fj,bible,gemini,0.4810977290978808,0.7978444613451884,0.2142857142857142,0.8323453068733215,4.0,4.0
en->fj,bible,gemini,0.1614431403763219,0.5054005027937694,0.6666666666666665,0.6236558556556702,4.0,5.0
en->fj,bible,gemini,0.1194695619855465,0.4479043965360088,0.6666666666666665,0.6128687262535095,4.0,4.0
en->fj,bible,gemini,0.3969408021438302,0.7438222325985773,0.6857142857142857,0.7003554701805115,4.0,4.0
en->fj,bible,gemini,0.3384062917276709,0.6059764597225483,0.4838709677419355,0.7539969682693481,5.0,4.0
en->fj,bible,gemini,0.1522447038340048,0.3858852026060768,0.7142857142857143,0.6285395622253418,4.0,3.0
en->fj,bible,gemini,0.0714947178939651,0.4571165732523267,0.75,0.6081399321556091,4.0,4.0
en->fj,bible,gemini,0.0359529028575227,0.3646397248871172,1.0588235294117647,0.7201669812202454,4.0,4.0
fj->en,bible,gemini,0.0978237574896144,0.5417126276454077,0.5625,0.6989949345588684,5.0,5.0
fj->en,bible,gemini,0.686947835744394,0.8527419431993682,0.1578947368421052,0.7085846066474915,5.0,5.0
fj->en,bible,gemini,0.0587394909469921,0.3848051075883792,0.5,0.7841788530349731,5.0,4.0
fj->en,bible,gemini,0.0200869365951904,0.3381759811193294,0.8888888888888888,0.6229031085968018,3.0,2.0
fj->en,bible,gemini,0.9131007162822624,0.8858230751548695,0.25,0.6249822974205017,5.0,5.0
fj->en,bible,gemini,0.1436445174137895,0.3512989927367513,0.7714285714285716,0.6375725269317627,4.0,3.0
fj->en,bible,gemini,0.6748913185157768,0.8567231314511506,0.35,0.8294596672058105,5.0,4.0
fj->en,bible,gemini,0.2370107754215158,0.356973801053019,0.6578947368421053,0.6461214423179626,4.0,4.0
fj->en,bible,gemini,0.1948442690093547,0.4842299836173234,0.625,0.6381304860115051,5.0,4.0
fj->en,bible,gemini,0.0692304252276592,0.3911801452442764,0.6666666666666665,0.4862829744815826,4.0,3.0
fj->en,bible,gemini,0.5910161678376951,0.7878170629357275,0.34375,0.7823704481124878,5.0,5.0
fj->en,bible,gemini,0.3258145665612302,0.4284836489011827,0.5581395348837209,0.5417212843894958,4.0,2.0
fj->en,bible,gemini,0.1569238108155351,0.4062884288596448,0.65,0.6978266835212708,4.0,4.0
fj->en,bible,gemini,0.2211625502363862,0.5604950659295591,0.5882352941176471,0.6693545579910278,4.0,4.0
fj->en,bible,gemini,0.2804928950365294,0.552767743883627,0.5172413793103449,0.5814545750617981,5.0,5.0
fj->en,bible,gemini,0.031420504922717,0.2922655726612471,0.9047619047619048,0.578690230846405,4.0,2.0
fj->en,bible,gemini,0.312824894198799,0.5840743288074665,0.4210526315789473,0.685759961605072,5.0,5.0
fj->en,bible,gemini,0.0329989547252779,0.3751540238822056,0.76,0.6256618499755859,4.0,3.0
fj->en,bible,gemini,0.0457889977902313,0.2751938607887794,0.7741935483870968,0.5447909235954285,3.0,2.0
fj->en,bible,gemini,0.1564740794312831,0.4677405074994679,0.7272727272727273,0.5901726484298706,5.0,5.0
en->fj,conversational,gemini,0.4111336169005197,0.6398305348398794,1.0,0.5786294937133789,3.0,2.0
en->fj,conversational,gemini,0.215153445216728,0.6817183542763482,0.4285714285714285,0.8197305798530579,4.0,5.0
en->fj,conversational,gemini,0.0240663947631454,0.2316572572162809,1.0,0.6642882823944092,3.0,2.0
en->fj,conversational,gemini,0.1153056832378949,0.6547339067884579,0.5,0.8128777146339417,4.0,3.0
en->fj,conversational,gemini,0.1699044244847122,0.5690072930013164,0.5,0.7817893624305725,4.0,4.0
en->fj,conversational,gemini,0.3096787331587729,0.5094761061346924,0.4,0.6739375591278076,4.0,3.0
en->fj,conversational,gemini,0.0814136751754278,0.541583668335993,0.75,0.6388971209526062,3.0,2.0
en->fj,conversational,gemini,0.0906974882774589,0.3299577047708047,0.6666666666666665,0.766525149345398,4.0,3.0
en->fj,conversational,gemini,0.0,0.2277920660634338,1.0,0.7667171359062195,5.0,4.0
en->fj,conversational,gemini,0.2540663740773073,0.7308333025984819,0.2,0.892795205116272,5.0,5.0
en->fj,conversational,gemini,0.0,0.3255772005772006,1.0,0.7503679394721985,4.0,3.0
en->fj,conversational,gemini,0.1555722182664601,0.5464994771805046,0.5,0.8160757422447205,4.0,3.0
en->fj,conversational,gemini,0.0279525559635875,0.4894060150291076,2.1666666666666665,0.6288411021232605,3.0,3.0
en->fj,conversational,gemini,0.1623339577375495,0.6349904000968348,0.375,0.7819229960441589,4.0,4.0
en->fj,conversational,gemini,0.1492372948004911,0.5157341043316297,0.8333333333333335,0.6509976983070374,3.0,4.0
en->fj,conversational,gemini,0.4111336169005197,0.6843031758965311,0.6,0.6754044890403748,4.0,3.0
en->fj,conversational,gemini,0.0485491771707323,0.2170899457539264,0.8571428571428571,0.6955963969230652,3.0,2.0
en->fj,conversational,gemini,0.0277761903401179,0.3377173942895593,0.8181818181818182,0.6885630488395691,4.0,3.0
en->fj,conversational,gemini,0.1085592604054384,0.4890221481514937,0.6,0.8585823178291321,4.0,4.0
en->fj,conversational,gemini,0.5,0.8453548010840488,0.125,0.9204769134521484,5.0,4.0
en->fj,conversational,gemini,0.0650059326034369,0.4662334428590719,1.1666666666666667,0.7191256880760193,4.0,4.0
en->fj,conversational,gemini,0.0638943104246272,0.3454961615462374,1.0,0.6126065850257874,4.0,3.0
en->fj,conversational,gemini,0.1606856837889303,0.694101676253315,1.0,0.8717791438102722,5.0,5.0
